NAME,OUTLET TYPE,STREET ADDRESS,PHONE NUMBER,PAYMENTS ACCEPTED,FARE MEDIA AVAILABLE,LAT,LON,CITY,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Sheridan Rail Station,CTA Rail Station,3940 N. Sheridan Road,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.953775,-87.654929,Chicago,"{'latitude': '41.95398244900048', 'longitude': '-87.65449516099966', 'human_address': '{""address"": ""3940 Sheridan Road"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60613""}'}",53,57,21186,83,39,37
Sibley Boulevard And Calumet Expressway ,Ventra Retail Location,15010 Michigan City Road,,Varies,Varies,41.6083522,-87.5498284,Dolton,"{'latitude': '41.61809185600049', 'longitude': '-87.57340676399969', 'human_address': '{""address"": ""15010 Michigan City Road"", ""city"": ""Dolton"", ""state"": """", ""zip"": ""60419""}'}",,,26890,,,
Simon Global Service,Other,5655 N. Clark,773-334-7794,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.984907,-87.669063,Chicago,"{'latitude': '41.990840721000495', 'longitude': '-87.66241635199964', 'human_address': '{""address"": ""5655 Clark"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60660""}'}",14,76,4451,539,16,40
Sip and Savor,Ventra Retail Location,5301 S Hyde Park Blvd,,Varies,Varies,41.7995871,-87.5840278,Chicago,"{'latitude': '41.79954106600047', 'longitude': '-87.58400078999966', 'human_address': '{""address"": ""5301 Hyde Park Blvd"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60615""}'}",10,8,21192,501,33,32
Sister To Sister,Ventra Retail Location,2900 W. Lake Street,,Varies,Varies,41.8843954,-87.6991144,Chicago,"{'latitude': '41.8842304580005', 'longitude': '-87.69909113699964', 'human_address': '{""address"": ""2900 Lake Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60612""}'}",28,28,21184,50,46,48
S.K. Cards & Gifts,Other,2 N. LaSalle Street (Lobby),312-236-0109,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.881991,-87.63236,Chicago,"{'latitude': '41.88229001400049', 'longitude': '-87.63241086099964', 'human_address': '{""address"": ""2 LaSalle Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60602""}'}",41,38,14310,92,36,22
"Skokie Currency Exchange, Inc.                    ",Ventra Retail Location,4924 W Dempster,,Varies,Varies,42.04111,-87.750474,Skokie,"{'latitude': '42.040820227000495', 'longitude': '-87.75040733899965', 'human_address': '{""address"": ""4924 Dempster"", ""city"": ""Skokie"", ""state"": """", ""zip"": ""60077""}'}",,,9460,,,
Skokie Rail Station,CTA Rail Station,5001 W. Dempster Street,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.038951,-87.751919,Skokie,"{'latitude': '42.04078398100046', 'longitude': '-87.75240053199968', 'human_address': '{""address"": ""5001 Dempster Street"", ""city"": ""Skokie"", ""state"": ""IL"", ""zip"": ""60077""}'}",,,9460,,,
S & M Liquors,Food Store,3352-58 W. Irving Park Road,773-583-1730,Varies,Purchase Transit Cards and Passes.,41.953913,-87.700621,Chicago,"{'latitude': '41.95388016600049', 'longitude': '-87.71255094699967', 'human_address': '{""address"": ""3352 Irving Park Road"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60618""}'}",39,16,21538,23,20,2
Solo Beauty Supply,Ventra Retail Location,8158 S. Cottage Grove Avenue   ,,Varies,Varies,41.7461925,-87.6051799,Chicago,"{'latitude': '41.74655664000045', 'longitude': '-87.60513528899969', 'human_address': '{""address"": ""8158 Cottage Grove Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60619""}'}",61,40,21546,11,35,31
South Boulevard Rail Station,CTA Rail Station,601 W. South Boulevard,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,42.027612,-87.678329,Evanston,"{'latitude': '42.02778486800048', 'longitude': '-87.67919971999964', 'human_address': '{""address"": ""601 South Boulevard"", ""city"": ""Evanston"", ""state"": ""IL"", ""zip"": ""60202""}'}",,,26609,,,
South Chicago Currency,Currency Exchange,3007 E. 92nd Street,773-734-0044,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.728255,-87.550876,Chicago,"{'latitude': '41.728222007000454', 'longitude': '-87.55081343099965', 'human_address': '{""address"": ""3007 92nd Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60617""}'}",25,42,21202,510,47,47
South Holland Currency,Currency Exchange,1052 E. 162nd Street,708-596-7171,Varies,Purchase Transit Cards and Passes.,41.600807,-87.591123,South Holland,"{'latitude': '41.600837406000494', 'longitude': '-87.59137538799968', 'human_address': '{""address"": ""1052 162nd Street"", ""city"": ""South Holland"", ""state"": ""IL"", ""zip"": ""60473""}'}",,,2321,,,
South Loop Currency,Currency Exchange,553 S. Clark Street,312-939-7250,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.874677,-87.630679,Chicago,"{'latitude': '41.8750036400005', 'longitude': '-87.63065167999969', 'human_address': '{""address"": ""553 Clark Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60605""}'}",35,38,14913,92,10,48
Southport Rail Station,CTA Rail Station,3411 N. Southport Avenue,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.943744,-87.663619,Chicago,"{'latitude': '41.943770395000456', 'longitude': '-87.66380201199968', 'human_address': '{""address"": ""3411 Southport Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60657""}'}",22,57,4449,729,25,38
South Shore Currency,Currency Exchange,2110 E. 71st Street,773-752-3937,Varies,Purchase Transit Cards and Passes.,41.766267,-87.573371,Chicago,"{'latitude': '41.766250570000466', 'longitude': '-87.57333103799965', 'human_address': '{""address"": ""2110 71st Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60649""}'}",24,39,22538,152,33,32
South Shore Food & Liquor,Ventra Retail Location,2400 E. 75th Street,,Varies,Varies,41.7589891,-87.5663645,Chicago,"{'latitude': '41.75899003900048', 'longitude': '-87.56590112199967', 'human_address': '{""address"": ""2400 75th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60649""}'}",24,39,22538,245,37,43
Southwest Currency,Currency Exchange,3631 W. 63rd Street,773-585-6900,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.778793,-87.714324,Chicago,"{'latitude': '41.77878048800045', 'longitude': '-87.71431048299968', 'human_address': '{""address"": ""3631 63rd Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60629""}'}",58,63,21867,238,6,23
Sox-35th-Dan Ryan Rail Station,CTA Rail Station,142 W. 35th Street,1-888-YOURCTA,"Cash, Credit, Debit",Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.831191,-87.630636,Chicago,"{'latitude': '41.83097076500047', 'longitude': '-87.63032785599967', 'human_address': '{""address"": ""142 35th Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60616""}'}",40,35,14924,376,48,26
S.S Food & Liquors,Ventra Retail Location,2427 N. Clark Street,,Varies,Varies,41.9265339,-87.640445,Chicago,"{'latitude': '41.926324499000486', 'longitude': '-87.64089142999967', 'human_address': '{""address"": ""2427 Clark Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60614""}'}",16,68,21190,101,34,51
State/Lake Rail Station,CTA Rail Station,200 N. State Street,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.88574,-87.627835,Chicago,"{'latitude': '41.886003675000495', 'longitude': '-87.62799226099969', 'human_address': '{""address"": ""200 State Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60601""}'}",42,38,14309,92,36,22
State of Illinois Center Currency,Currency Exchange,100 W. Randolph Street - 1st Fl G,312-236-4811,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.884477,-87.63101,Chicago,"{'latitude': '41.8828629890005', 'longitude': '-87.62937692999964', 'human_address': '{""address"": ""100 Randolph Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60602""}'}",41,38,14310,92,36,22
Stella's Central Foods,Ventra Retail Location,2156 N. Kostner Avenue,,Varies,Varies,41.9205929,-87.736788,Chicago,"{'latitude': '41.92059072800049', 'longitude': '-87.73642047699968', 'human_address': '{""address"": ""2156 Kostner Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60639""}'}",2,21,22615,75,12,27
St John Fisher,Ventra Retail Location,10200 S Washtenaw,,Varies,Varies,41.7068154,-87.6430502,Chicago,"{'latitude': '41.69597126800045', 'longitude': '-87.70104779699966', 'human_address': '{""address"": ""10200 Washtenaw"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60655""}'}",33,73,4447,369,42,33
Stony Island Currency,Currency Exchange,6714 S. Stony Island,773-363-0207,Varies,Purchase Transit Cards and Passes.,41.772851,-87.586295,Chicago,"{'latitude': '41.76254109700045', 'longitude': '-87.56934633399965', 'human_address': '{""address"": ""6714 Stony Island"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60649""}'}",24,39,22538,418,37,43
Stop and Shop,Ventra Retail Location,333 W. North Avenue,,Varies,Varies,41.9112615,-87.6412435,Chicago,"{'latitude': '41.911110901000484', 'longitude': '-87.63819070899967', 'human_address': '{""address"": ""333 North Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60610""}'}",54,37,21190,290,46,41
Strack & Van Til,Ventra Retail Location,2627 N. Elston Avenue,773-252-6400,Varies,Varies,41.929191,-87.6834419,Chicago,"{'latitude': '41.929152084000464', 'longitude': '-87.68334843099967', 'human_address': '{""address"": ""2627 Elston Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60647""}'}",1,23,22535,240,41,24
Sugar Shack Plus,Ventra Retail Location,10255 S. St. Lawrence Avenue,,Varies,Varies,41.7078068,-87.6088777,Chicago,"{'latitude': '41.70797393300046', 'longitude': '-87.60885347899966', 'human_address': '{""address"": ""10255 St Lawrence Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60628""}'}",19,45,21861,570,43,30
Sugars Plus,Ventra Retail Location,525 E. 47th Street,,Varies,Varies,41.8092169,-87.612879,Chicago,"{'latitude': '41.80945078900049', 'longitude': '-87.61308017199968', 'human_address': '{""address"": ""525 47th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60653""}'}",36,4,4301,447,9,12
Sunshine Food,Ventra Retail Location,806 Wilcox Street,,Varies,Varies,41.5383147,-88.098908,Joliet,"{'latitude': '41.5380136280005', 'longitude': '-88.09888269899966', 'human_address': '{""address"": ""806 Wilcox Street"", ""city"": ""Joliet"", ""state"": """", ""zip"": ""60435""}'}",,,9701,,,
Superior Food Mart,Food Store,5723 N. California Avenue,773-769-2707,Varies,Purchase Transit Cards and Passes.,41.985715,-87.699243,Chicago,"{'latitude': '41.98569205400048', 'longitude': '-87.69919840999967', 'human_address': '{""address"": ""5723 California Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60659""}'}",50,20,4450,15,24,46
Superior Food Mart,Ventra Retail Location,5723 N. California Avenue,773-769-2707,Varies,Varies,41.9856839,-87.699228,Chicago,"{'latitude': '41.98569205400048', 'longitude': '-87.69919840999967', 'human_address': '{""address"": ""5723 California Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60659""}'}",50,20,4450,15,24,46
Supermercado La Victoria,Ventra Retail Location,3927 W. 63rd Street,,Varies,Varies,41.7784059,-87.721391,Chicago,"{'latitude': '41.94557010900047', 'longitude': '-87.79454796999966', 'human_address': '{""address"": ""3927 63rd Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60634""}'}",52,17,22254,444,19,25
Supersave Grocery & Liquor,Ventra Retail Location,6259 W. Belmont Avenue,,Varies,Varies,41.9383381,-87.7832411,Chicago,"{'latitude': '41.938331451000465', 'longitude': '-87.78247496199964', 'human_address': '{""address"": ""6259 Belmont Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60634""}'}",52,19,22254,81,44,39
Take-5 Shop,Food Store,230 S. LaSalle - 5th Floor,312-322-5020,Varies,Purchase Transit Cards and Passes.,41.878541,-87.632267,Chicago,"{'latitude': '41.87814431300046', 'longitude': '-87.62918574999969', 'human_address': '{""address"": ""230 LaSalle"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60604""}'}",29,38,14912,92,10,48
Thatcher Woods C E Inc,Ventra Retail Location,8263 W. Belmont Ave,,Varies,Varies,41.9375728,-87.832714,River Grove,"{'latitude': '41.93762397500046', 'longitude': '-87.83228577299968', 'human_address': '{""address"": ""8263 Belmont Ave"", ""city"": ""River Grove"", ""state"": """", ""zip"": ""60171""}'}",,,16174,,,
Thatcher Woods Currency,Currency Exchange,8263 W. Belmont Avenue,708-453-1120,Varies,Purchase Transit Cards and Passes.,41.937596,-87.833572,River Grove,"{'latitude': '41.93762397500046', 'longitude': '-87.83228577299968', 'human_address': '{""address"": ""8263 Belmont Avenue"", ""city"": ""River Grove"", ""state"": ""IL"", ""zip"": ""60171""}'}",,,16174,,,
The Collection,Ventra Retail Location,711 E. 79th Street,,Varies,Varies,41.750995,-87.607004,Chicago,"{'latitude': '41.75121723100045', 'longitude': '-87.60718240899968', 'human_address': '{""address"": ""711 79th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60619""}'}",61,40,21546,11,32,31
The French Quarter Bakery,Ventra Retail Location,11057 S. Homewood Avenue,,Varies,Varies,41.692329,-87.668998,Chicago,"{'latitude': '41.69246071100048', 'longitude': '-87.66934035899965', 'human_address': '{""address"": ""11057 Homewood Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60643""}'}",13,74,22212,378,42,33
The Market Place,Other,521 W. Diversey Ave.,773-348-5721,Varies,Purchase Transit Cards and Passes.,41.932854,-87.642222,Chicago,"{'latitude': '41.9221204910005', 'longitude': '-88.17959967099966', 'human_address': '{""address"": ""521 Diversey Ave"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60614""}'}",,,15279,,,
The Market Place Food Store,Ventra Retail Location,521 W. Diversey Parkway,,Varies,Varies,41.9328229,-87.6422035,Chicago,"{'latitude': '41.93281733400045', 'longitude': '-87.64209175799965', 'human_address': '{""address"": ""521 Diversey Parkway"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60614""}'}",16,68,21190,18,34,51
The Perfume Depot,Ventra Retail Location,3542 W. Lawrence Avenue,,Varies,Varies,41.9683834,-87.7175718,Chicago,"{'latitude': '41.96838688800045', 'longitude': '-87.71729409599965', 'human_address': '{""address"": ""3542 Lawrence Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60625""}'}",20,14,21849,750,20,28
The Warehouse,Ventra Retail Location,538 W. 119th Street,,Varies,Varies,41.6779876,-87.6362445,Chicago,"{'latitude': '41.677880882000466', 'longitude': '-87.63620071699967', 'human_address': '{""address"": ""538 119th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60628""}'}",19,50,21861,255,22,45
The Warehouse Food Market,Food Store,538 W 119th St,773-468-9920,Varies,Purchase Transit Cards and Passes.,41.678055,-87.635347,Chicago,"{'latitude': '41.677880882000466', 'longitude': '-87.63620071699967', 'human_address': '{""address"": ""538 119th St"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60628""}'}",19,50,21861,255,22,45
Thorndale Rail Station,CTA Rail Station,1118 W. Thorndale Avenue,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.990259,-87.659076,Chicago,"{'latitude': '41.989999697000485', 'longitude': '-87.65903766099967', 'human_address': '{""address"": ""1118 Thorndale Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60660""}'}",14,76,4451,13,16,40
"Tony's Finer Foods, Inc.",Food Store,3607 W. Fullerton Avenue,773-278-8355,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.9246,-87.71729,Chicago,"{'latitude': '41.92459318400046', 'longitude': '-87.71727350699967', 'human_address': '{""address"": ""3607 Fullerton Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}'}",1,23,22535,74,12,15
Total Connections - 63rd Street,Ventra Retail Location,2400 W. 63rd Street,,Varies,Varies,41.7792474,-87.6837272,Chicago,"{'latitude': '41.7792876580005', 'longitude': '-87.68376364499966', 'human_address': '{""address"": ""2400 63rd Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60629""}'}",58,64,22257,111,2,44
Town & Country Liquors,Ventra Retail Location,2944 W 47th Street,,Varies,Varies,41.8082229,-87.698465,Chicago ,"{'latitude': '41.80824420400046', 'longitude': '-87.69817440899965', 'human_address': '{""address"": ""2944 47th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60632""}'}",56,55,22248,85,3,49
UIC-Halsted Rail Station,CTA Rail Station,430 S. Halsted Street,1-888-YOURCTA,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.875474,-87.649707,Chicago,"{'latitude': '41.87628055900046', 'longitude': '-87.64720273499967', 'human_address': '{""address"": ""430 Halsted Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60607""}'}",44,29,14917,97,26,48
Ultra Foods,Food Store,2627 N. Elston Avenue,773-252-6400,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.929409,-87.683787,Chicago,"{'latitude': '41.929152084000464', 'longitude': '-87.68334843099967', 'human_address': '{""address"": ""2627 Elston Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}'}",1,23,22535,240,41,24
Ultra Foods,Food Store,3250 W. 87th Street,773-776-9000,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.736306,-87.703444,Chicago,"{'latitude': '41.734860392000485', 'longitude': '-87.72144878999967', 'human_address': '{""address"": ""3250 87th Street"", ""city"": ""Evergreen Park"", ""state"": ""IL"", ""zip"": ""60805""}'}",8,69,10412,,30,6
Ultra Foods - Calumet Park,Ventra Retail Location,13001 Ashland Avenue,,Varies,Varies,41.656813,-87.6605735,Calumet Park,"{'latitude': '41.65768375100049', 'longitude': '-87.6606746659997', 'human_address': '{""address"": ""13001 Ashland Avenue"", ""city"": ""Calumet Park"", ""state"": """", ""zip"": ""60827""}'}",,,4460,313,,
Ultra Foods - Chicago,Ventra Retail Location,3250 W. 87th Street,773-776-9000,Varies,Varies,41.7352949,-87.7042079,Chicago,"{'latitude': '41.73518750900047', 'longitude': '-87.70338887199966', 'human_address': '{""address"": ""3250 87th Street"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60652""}'}",8,69,4300,198,30,6
Ultra Foods - Chicago Heights,Ventra Retail Location,571 W. 14th Street,,Varies,Varies,41.5060825,-87.6688914,Chicago Heights,"{'latitude': '41.50604619900048', 'longitude': '-87.66776175699965', 'human_address': '{""address"": ""571 14th Street"", ""city"": ""Chicago Heights"", ""state"": """", ""zip"": ""60411""}'}",,,26902,,,
Ultra Foods - Crestwood,Ventra Retail Location,13180 S. Cicero Avenue,,Varies,Varies,41.6524715,-87.738352,Crestwood,"{'latitude': '41.65205174200048', 'longitude': '-87.73830472999964', 'human_address': '{""address"": ""13180 Cicero Avenue"", ""city"": ""Crestwood"", ""state"": """", ""zip"": ""60445""}'}",,,9719,,,
Ultra Foods - Downers Grove,Ventra Retail Location,1212 75th Street,,Varies,Varies,41.753478,-88.014397,Downers Grove,"{'latitude': '41.7512201830005', 'longitude': '-88.01311856899969', 'human_address': '{""address"": ""1212 75th Street"", ""city"": ""Downers Grove"", ""state"": """", ""zip"": ""60516""}'}",,,5669,,,
Ultra Foods - Forest Park,Ventra Retail Location,7520 Roosevelt Road,,Varies,Varies,41.8648408,-87.8125963,Forest Park,"{'latitude': '41.8648206630005', 'longitude': '-87.81199749099966', 'human_address': '{""address"": ""7520 Roosevelt Road"", ""city"": ""Forest Park"", ""state"": """", ""zip"": ""60130""}'}",,,15606,,,
Ultra Foods - Joliet,Ventra Retail Location,1590 N. Larkin Avenue,,Varies,Varies,41.550359,-88.124562,Joliet,"{'latitude': '41.55037046700045', 'longitude': '-88.12580088899966', 'human_address': '{""address"": ""1590 Larkin Avenue"", ""city"": ""Joliet"", ""state"": """", ""zip"": ""60435""}'}",,,9701,,,
Ultra Foods - Lansing,Ventra Retail Location,16831 Torrence Avenue,,Varies,Varies,41.5893609,-87.555452,Lansing,"{'latitude': '41.589661625000474', 'longitude': '-87.55877727199965', 'human_address': '{""address"": ""16831 Torrence Avenue"", ""city"": ""Lansing"", ""state"": """", ""zip"": ""60438""}'}",,,9705,,,
Ultra Foods - Lombard,Ventra Retail Location,491 E. Roosevelt Road,,Varies,Varies,41.8603908,-88.0050141,Lombard,"{'latitude': '41.85982144900049', 'longitude': '-88.02683362999966', 'human_address': '{""address"": ""491 Roosevelt Road"", ""city"": ""Lombard"", ""state"": """", ""zip"": ""60148""}'}",,,14470,,,
Ultra Foods - Wheaton,Ventra Retail Location,501 S. County Farm Road,,Varies,Varies,41.86046,-88.140057,Wheaton,"{'latitude': '41.85888058100045', 'longitude': '-88.14258695699965', 'human_address': '{""address"": ""501 County Farm Road"", ""city"": ""Wheaton"", ""state"": """", ""zip"": ""60187""}'}",,,15280,,,
Union Metra Station,Metra Rail Station,225 S. canal st.,,"Cash, Credit, Debit",Purchase new Transit Cards and Passes AND add value to Transit Cards and Chicago Cards.,41.878966,-87.639587,Chicago,"{'latitude': '41.88655000200049', 'longitude': '-87.63987073599964', 'human_address': '{""address"": ""225 canal st"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}'}",45,29,14914,784,36,22
Unitek Services,Ventra Retail Location,2459 W. Devon Avenue,,Varies,Varies,41.9976294,-87.6921318,Chicago,"{'latitude': '41.99770052800045', 'longitude': '-87.69162433699967', 'human_address': '{""address"": ""2459 Devon Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60659""}'}",50,20,4450,41,27,42
Upgrade Cycle Works,Ventra Retail Location,1130 W. Chicago Avenue,,Varies,Varies,41.8963974,-87.6563645,Chicago,"{'latitude': '41.89628415600049', 'longitude': '-87.65620654699967', 'human_address': '{""address"": ""1130 Chicago Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60642""}'}",49,25,22620,109,46,41
Valley Kingdom Ministries International ,Ventra Retail Location,5300 W. 151st Street,,Varies,Varies,41.6177341,-87.7483792,Oak Forest,"{'latitude': '41.6177408150005', 'longitude': '-87.74939059399969', 'human_address': '{""address"": ""5300 151st Street"", ""city"": ""Oak Forest"", ""state"": """", ""zip"": ""60452""}'}",,,10404,,,
Valley Kingdom Ministries International ,Ventra Retail Location,1102 E. 154th Street,,Varies,Varies,41.6153844,-87.5904208,South Holland,"{'latitude': '41.6153511280005', 'longitude': '-87.59017049299968', 'human_address': '{""address"": ""1102 154th Street"", ""city"": ""South Holland"", ""state"": """", ""zip"": ""60473""}'}",,,26912,,,
Van Buren & Ashland Currency,Currency Exchange,1646 W. Van Buren,312-226-3090,Varies,Purchase Transit Cards and Passes.,41.876324,-87.668622,Chicago,"{'latitude': '41.88001266600048', 'longitude': '-87.68631822699967', 'human_address': '{""address"": ""1646 Van"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60612""}'}",28,29,21184,766,46,48
Van Buren Market,Ventra Retail Location,401 S. Cicero Avenue,,Varies,Varies,41.874815,-87.74479,Chicago,"{'latitude': '41.87480017900049', 'longitude': '-87.74505107199968', 'human_address': '{""address"": ""401 Cicero Avenue"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60644""}'}",32,26,22216,69,14,36
Van Buren Metra Station,Metra Rail Station,132 E Van Buren,,Cash,Purchase new Transit Cards and add value to Transit Cards and Chicago Cards.,41.877096,-87.623093,Chicago,"{'latitude': '41.88079042200047', 'longitude': '-87.62899891499967', 'human_address': '{""address"": ""132 Van"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60603""}'}",34,38,14311,92,36,22
Ventra Service Center,Ventra Retail Location,165 N Jefferson,,Varies,Varies,41.8850194,-87.6427708,Chicago,"{'latitude': '41.88249366400049', 'longitude': '-87.64274651299968', 'human_address': '{""address"": ""165 Jefferson"", ""city"": ""Chicago"", ""state"": """", ""zip"": ""60661""}'}",45,29,4452,784,36,22
Wabash Adams Currency,Currency Exchange,27 E. Adams,312-922-3647,Varies,Purchase Transit Cards and Passes.,41.879505,-87.626708,Chicago,"{'latitude': '41.88079042200047', 'longitude': '-87.62899891499967', 'human_address': '{""address"": ""27 Adams"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60603""}'}",34,38,14311,92,36,22
Walgreens Pharmacy Inc,Food Store,5555 W 79th St,708-499-3755,Varies,Purchase Transit Cards and Passes.,41.748994,-87.756814,Burbank,"{'latitude': '41.74881077600048', 'longitude': '-87.76019090999966', 'human_address': '{""address"": ""5555 79th St"", ""city"": ""Burbank"", ""state"": ""IL"", ""zip"": ""60459""}'}",,,10417,,,
Walgreens - Store # 1009,Food Store,6200 S. Western Avenue,773-434-2634,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.780963,-87.683687,Chicago,"{'latitude': '41.78075089100048', 'longitude': '-87.68367014199964', 'human_address': '{""address"": ""6200 Western Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60636""}'}",23,64,22257,111,2,44
Walgreens - Store # 1031,Food Store,300 S. State Street,312-461-9572,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.878114,-87.627675,Chicago,"{'latitude': '41.87805076800049', 'longitude': '-87.62769111199964', 'human_address': '{""address"": ""300 State Street"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60604""}'}",29,38,14912,92,10,48
Walgreens - Store # 10350,Food Store,7109 S. Jeffrey Boulevard,773-324-1880,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.765815,-87.576292,Chicago,"{'latitude': '41.76582869700047', 'longitude': '-87.57626234999964', 'human_address': '{""address"": ""7109 Jeffrey Boulevard"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60649""}'}",24,39,22538,453,33,32
Walgreens - Store # 10424,Food Store,3934 W. Diversey Avenue,773-283-8150,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.931804,-87.725979,Chicago,"{'latitude': '41.93183833800049', 'longitude': '-87.72601685099966', 'human_address': '{""address"": ""3934 Diversey Avenue"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60647""}'}",39,22,22535,71,21,27
Walgreens Store 10485,Food Store,12854 S Ashland,708-239-1136,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.659741,-87.660861,Calumet Pk,"{'latitude': '41.65564041500045', 'longitude': '-87.66061560699967', 'human_address': '{""address"": ""12854 Ashland"", ""city"": ""Calumet Pk"", ""state"": ""IL"", ""zip"": ""60827""}'}",,,4460,313,,
Walgreens - Store # 10558,Food Store,250 S. Wacker Drive,312-876-1363,Varies,"Purchase Chicago Cards, Transit Cards and Passes.",41.878142,-87.636918,Chicago,"{'latitude': '41.87865420100047', 'longitude': '-87.63698194699964', 'human_address': '{""address"": ""250 Wacker Drive"", ""city"": ""Chicago"", ""state"": ""IL"", ""zip"": ""60606""}'}",46,38,14914,92,36,48
